id,name,text,trans
3024003030010,にちか,あはは～！\nでも腕を組んで寝たりすると怖い夢見ません？,啊哈哈~！\n可是抱着胳膊睡觉的话不是会做噩梦吗？
0000000000000,メイクスタッフ,えっ、そう？\nあたしうつ伏せ派だから,啊，这样吗？\n但我是俯睡派的
3024003030020,にちか,あーっ、頭の形よくなるやつだ～！,啊，是会让头型变得好看的那个~！
0000000000000,現場ディレクター,なになに、頭よくなる話ー？,什么什么，在说什么可以让头脑变好的话题—？
3024003030030,にちか,あははっ、違いますよー\nそれ知ってたら教えてくださいー,啊哈哈，不是的啦—\n如果你知道的话还请告诉我—
0000000000000,メイクスタッフ,あのね、\n腕を組んで寝たら悪夢見ちゃう～って話,那个啊，\n在说抱着胳膊睡觉的话会做噩梦的
0000000000000,現場ディレクター,あー！\nなんかそれ、言うよね,啊—！\n完全搞不懂，在说什么啊
3024003030040,にちか,ほらー！　やっぱ見ますよね！？\nよくやっちゃって、めっちゃめちゃ叫んで起きるんですよ！,看嘛！	这不是明摆着吗？\n如果这样做的话，一定会超级大声地叫着起床的呀！
3024003030050,にちか,わぁーーー！！　とか言って！,哇啊——！！	这么叫起来！
3024003030060,にちか,わ────────,哇————
3024003030061,にちかと一同,あははっ……！,啊哈哈哈……！
3024003030070,にちか,夢見てる時間って\nなんなんだろう,梦寐以求的时光\n究竟是什么呢
0000000000000,現場ディレクター,じゃ、逆とかないのかなぁ？\nうつ伏せだったら超～いい夢見れるとかさぁ！,那，反过来不就好了吗？\n俯睡的话那就可以做一个超~美好的梦啊！
3024003030080,にちか,あーっ、その可能性！？,啊，还有这种操作！？
0000000000000,メイクスタッフ,ないですよそんなの～！,哪有这样的事啊~！
0000000000000,メイクスタッフ,大体、いい夢見たって結局夢じゃないですかぁ～？,而且，做得再好的梦结果也不也梦嘛~？
3024003030090,にちか,……,……
0000000000000,現場ディレクター,あー\nまぁ、『なんだ夢かぁ～』みたいになるか！,啊—\n确实啊，到头来也会“原来是梦啊~”这样！
0000000000000,メイクスタッフ,そう！,就是说啊！
3024003030100,にちか,……あははっ\nでも正夢、とかも言うし────,……啊哈哈\n但是也有梦想应验的说法——
3024003030110,にちか,────見ときたいですけどねー、いい夢なら,——还是想做的呀—，如果是美梦的话
3024003030120,にちか,……あっ、美琴さん\nお疲れ様です！,……啊，美琴小姐\n您辛苦了！
3024003030130,美琴,お疲れ様,你辛苦了
0000000000000,メイクスタッフ,おはようございます～！,您好~！
0000000000000,現場ディレクター,今日はよろしくね、緋田さん,今天也请多关照，绯田小姐
3024003030140,美琴,はい\nよろしくお願いします,嗯\n请多关照
3024003030150,美琴,……もうメイク終わった？,……化妆好了吗？
3024003030160,にちか,あっ────,啊——
0000000000000,メイクスタッフ,……あっ、ごめーん！\nちょっと、おしゃべりしすぎちゃったねー！,……啊，抱歉！\n稍微，聊得有点过头了—！
3024003030170,にちか,す、すみません……！\nもっと早く入っておけばよかったです……,对，对不起……！\n如果早点化就好了
3024003030180,美琴,……あ、ううん\nそれはいいけど,……啊，没事\n这样就好
0000000000000,現場ディレクター,あはは！\nもうにちかちゃんも現場は慣れたもんだからね～,啊哈哈！\n日花花也习惯了现场了呢~
3024003030190,美琴,撮影入る前に、\nちょっとだけ打ち合わせができたらと思って,摄影开始前 ，\n想开个碰头会
3024003030200,にちか,……は、はい！\n終わったらすぐお声がけします！,……好，好的！\n做好了就和您说声
0000000000000,メイクスタッフ,さっ、じゃ仕上げちゃおうね～！\n美琴サン、待っててね！　すぐだから,那，我们来完成化妆吧~！\n美琴小姐稍等！	很快就好
3024003030210,美琴,はい,嗯
3024003030220,にちか,これは、いい夢？\nそれとも────,这就是，美梦吗？\n还是说——
3024003030230,美琴,スタジオ見てくるね,我去看看摄影棚
3024003030240,にちか,あ、はい……！,啊，嗯……！
0000000000000,メイクスタッフ,前髪上げるねー……,刘海要掀起来一下—……
3024003030250,にちか,は、はい！,好，好的！
3024003030260,にちか,……ありがとうございました！\n私もスタジオいってきます！,……非常感谢！\n我去摄影棚了！
0000000000000,メイクスタッフ,はいはーい\n美琴サンに、いつでもできるよって伝えといて！,嗯嗯\n请告诉美琴小姐这边准备好了！
3024003030270,にちか,はい！,好！
3024003030280,にちか,うつ伏せだったら────反対になったら\n超～いい夢、見れるかな,如果俯睡——反过来的话\n就会做超~美好的梦
0000000000000,テレビ局スタッフ,あっ、にちかちゃーん\nお疲れ様,啊，日花花\n辛苦了啊
3024003030290,にちか,あっ、お疲れ様ですー！,啊，您辛苦了—！
3024003030300,にちか,美琴さんみたいに上手くて、\n美琴さんみたいに努力できて,像美琴那样优秀，\n像美琴那样努力
3024003030310,にちか,ステージのためだけに\n生きられたら────,只为舞台而生——
0000000000000,制作会社スタッフ,あら、にっちーちゃんだ～\n走ってどしたの～？,啊，日花花~\n怎么在跑~？
3024003030320,にちか,あっ、こんにちは！\n美琴さんをお迎えに……スタジオ行くとこです！,啊，你好！\n我是来找美琴的……要去摄影棚！
0000000000000,制作会社スタッフ,そうなんだ～\n緋田さん、すぐ下にいたよ～,是的~\n绯田小姐，就在下面~
3024003030330,にちか,あっ、ほんとですか！\nありがとうございます────,啊，是吗！\n谢谢您了——
3024003030340,にちか,──────ううん,————不对
3024003030350,にちか,反対になったらいい夢が見れる、\nんじゃない,反过来就能做个美梦，\n才不是那样
3024003030360,にちか,……あっ\nみこ────,……啊\n美——
3024003030370,にちか,反対になったらってこと自体が、夢,反过来的东西，是梦想自己
3024003030380,にちか,────美琴さん……,——美琴小姐……
3024003030390,にちか,……すっごい\nすっ……ごいビルですねー……,……好厉害\n真是……不得了的一栋楼—……
3024003030400,美琴,そう？,是吗？
3024003030410,にちか,…………────,…………——
3024003030420,にちか,下にいた。美琴さん,在下面啊。美琴小姐
3024003030430,美琴,────どうしたの？,——怎么了？
3024003030440,にちか,……あっ、すみません！\nメイク終わりました！　美琴さんどうぞ……！,……啊，抱歉！\n化妆结束了！	美琴小姐您请……！
3024003030450,美琴,……うん,……嗯
3024003030460,にちか,下にいた,在下面啊
3024003030470,にちか,……いつかの反対みたいに,……竟有一天会反过来
3024003030480,美琴,……ぼんやりしているみたい\nミーティング、メイク終わったらすぐ始めよう,……我好像发了会呆\n会议，化妆结束就开始吧
3024003030490,にちか,は、はいっ！\nあの、全然大丈夫です！,啊，好的！\n那个，完全没关系的！
3024003030500,にちか,……なんでもなくて\nちょっと……────,……没什么\n只是有点……——
3024003030510,にちか,なんか、慣れちゃえば大したビルでもないなーって……\n……ここ、すごく最初の頃にも来たことあったので！,总觉得，习惯后这里就不是什么不得了的大楼了……\n……只是因为第一次来这里！
3024003030520,美琴,……ビルはビルだから,……大楼就是大楼啊
3024003030530,にちか,は、はい……！\nビルはビルですよね……！,是，是的……！大楼就是大楼呢
3024003030540,にちか,階段は階段\n夢は夢,楼梯也只是楼梯\n梦也只是梦
3024003030550,にちか,行きましょう……！,我们走吧……！
3024003030560,にちか,見下ろしたとこが\nまた天井になるだけ,俯视的地方\n又再次成了楼顶
3024003030570,にちか,──────\nでも……,————\n可是……
info,produce_events/302400303.json,,
译者,可可,,
