id,name,text,trans
0000000000000,スタッフ,……七草さん！,……七草小姐！
2024011040010,にちか,─────……,─────……
0000000000000,スタッフ,すみません……その、ディレクターが遅れてまして……\nそのまま待機しててもらえますか？,对不起……那个，摄影指导他迟到了……\n请你再等一下可以吗？
2024011040020,にちか,…………あ、はい……！,…………啊，好的……！
2024011040030,にちか,──────！,──────！
0000000000000,カメラマン,だから言っただろうが！？\n気をつけろよ……！,我不是告诉过你了吗！？\n要小心点……！
0000000000000,スタッフ,……す、すみません！,……对，对不起！
2024011040040,にちか,…………大丈夫ですって、そのくらい,…………没关系的，这种小事
0000000000000,プロデューサー,『ごめんな、どうしても外せなくて……\nみんな出払っちゃってて、代わりも…………』,“抱歉，实在是有事情推不掉……\n大家都出去了，没人能当替补…………”
2024011040050,にちか,…………だからべつに……\n撮影とか何度もやってるし…………,…………都说了没事了……\n我都做过多少次拍摄工作了…………
0000000000000,プロデューサー,『うん……それはそうだけど\n今日は現場もスタッフさんも初めてのところで……』,“嗯……虽说如此\n今天是第一次让你去这个拍摄现场，工作人员也不熟……”
2024011040060,にちか,あー……ですよねー\n七草にちかひとりじゃ不安ですよねー、やっぱり……！,啊……也是呢\n七草日花她一个人去做事就是会让人放不下心啊，果然是这样吧……！
0000000000000,プロデューサー,『…………！\nにちか、そういうんじゃ────』,“…………！日花，不是那────”
2024011040070,にちか,私ひとりでいけるので……！\n来れないなら黙っててもらえると────,我一个人也应付得来……！\n既然你来不了那就别嚷嚷────
2024011040080,にちか,…………時間なので\nお疲れ様ですー,…………到时间了\n你辛苦了
0000000000000,プロデューサー,『あっ…………にちか？\n俺の代わりに────』,“啊…………日花？\n替我向────”
0000000000000,カメラマン,────これ……！\n発注と全然違ってるじゃねーか！,────这个……！\n和订的货完全不一样啊！
0000000000000,カメラマン,……おい、誰か\n２８３さんのところに連絡とって…………,……喂，来个人\n联系一下283事务所…………
0000000000000,スタッフ,あ、じゃあ……七草さんに────,啊，那……七草小姐────
0000000000000,カメラマン,演者に聞いてわかるわけねーだろ！\nいいから連絡とってこいって……！,你问演员她哪懂啊！\n行了快去联系一下……！
0000000000000,カメラマン,ああ、もう……！\nいねぇし、来ねぇし…………,
2024011040090,にちか,……………………,……………………
2024011040100,にちか,…………──────,…………──────
0000000000000,撮影ディレクター,────……遅くなりましたー！,────……我来晚了！
0000000000000,撮影ディレクター,……ふぅー、本当ごめんなさいね\nさっそく始めちゃいましょうか,……呼，真的很抱歉\n我们快开拍吧
