id,name,text,trans
0000000000000,プロデューサー,凛世、やったな！\nすごいぞ、優勝だ！,凛世，你做到了！\n太厉害了，是冠军啊！
6012001060010,凛世,……,
0000000000000,プロデューサー,どうしたんだ、凛世？,怎么了嘛，凛世？
6012001060020,凛世,よく、わからないのです……,我，不是很明白……
6012001060030,凛世,今の気持ちを、\nうまく、言えなくて……,现在的心情\n无法用语音来表达……
6012001060040,凛世,ファンのみなさまの、ご期待に……\n応えられたのでしょうか……,粉丝们的期待……\n有好好地回应吗……
0000000000000,プロデューサー,当たり前だ\nさっきの歓声がその答えだよ,那不是当然的吗\n刚才的欢呼声就是最好的回答
6012001060050,凛世,では……プロデューサーさまの……\n望むアイドルに、なれたのでしょうか？,那……我有做到制作人大人的\n所期望的偶像那样吗？
0000000000000,プロデューサー,はは。凛世は、俺の想像した通りの……\nいや、それ以上のアイドルだった！,哈哈。凛世已经成为了我想象中的一样……\n不对，比那还要以上的偶像了啊！
6012001060060,凛世,プロデューサーさま……\n凛世は、世界一の……果報者でございます……,制作人大人……\n凛世，是这世界上最幸运的人……
info,produce_events/601200106.json,,
译者,,,
