id,name,text,trans
1027004050010,羽那,『考える』ってどうやったらできると思う？,你觉得怎样才能做到去『考虑』呢？
0000000000000,プロデューサー,…………,…………
0000000000000,プロデューサー,……今から言うことは、もしかしたら\n変な聞こえ方になっちゃうかもしれないんだけど,……我现在要说的话，\n听起来可能会有些奇怪
0000000000000,プロデューサー,それでいて、羽那が悩んでるみたいだから\n伝えてみようと思っただけで,但是，羽那你好像很苦恼的样子\n所以我还是想告诉你
0000000000000,プロデューサー,これが正しいとかではなくて、あくまでもひとつの意見\nとして受け取ってもらえればと思うんだけど──,不用把它当成正确答案，而是把它作为\n各种意见的其中之一去参考——
1027004050020,羽那,？　うん\nあはっ、何？,？  嗯\n啊哈，是什么？
0000000000000,プロデューサー,羽那はたぶん、これまで『考える』必要が\n他の人よりもなかったんじゃないかと思うんだ,羽那的话，大概到现在为止\n需要『考虑』的事情远比其他人要少
1027004050030,羽那,…………そうなの？,…………是这样吗？
0000000000000,プロデューサー,……人が『考える』タイミングって何か課題に直面した時が\n多いんじゃないかと俺は思うし,……我觉得人需要『考虑』的情况\n大多都是在直面一些问题的时候
0000000000000,プロデューサー,誰だって悩んだり苦しんだりしたくないから……\n『考える』必要がない方が、いいことなのかもしれない,谁都不想有什么苦恼或者烦心事……\n所以没什么需要『考虑』的事情，说不定也是件好事
0000000000000,プロデューサー,えっと、だからつまり……,呃，所以说……
1027004050040,羽那,あはっ、そんなに気を遣わなくても大丈夫だよ？,啊哈，不用这么顾虑我哦？
0000000000000,プロデューサー,いや……ごめん\n羽那が傷ついてなければいいなと思って……,啊不……抱歉\n我只是不想伤到羽那……
1027004050050,羽那,ふふっ、うん,呵呵，嗯
0000000000000,プロデューサー,……でもさ\n今の羽那は……すごく、考えて,……不过\n刚才的羽那……考虑了好多
0000000000000,プロデューサー,それを俺に伝えてくれたんだと思うんだ,把想法全都告诉了我
1027004050060,羽那,……？\nそうなのかな,……？\n真的吗
1027004050070,羽那,……でも,……不过
1027004050080,羽那,プロデューサー、やっぱり優しいね\n……久しぶりに,制作人，真的很温柔呢\n……好久没这么觉得了
0000000000000,プロデューサー,…………久しぶり──って\nつまり最近は優しくなかったってことか……！？,…………好久没这么觉得了——\n你的意思是我最近一点也不温柔吗……！？
1027004050090,羽那,……？　うん\nそれに、たぶん何回か『厳しい』って言ってるよ？,……？是啊\n而且有几次说话都特别苛刻哦？
0000000000000,プロデューサー,……そっ──\nそうかぁ…………,……这——\n这样嘛…………
0000000000000,プロデューサー,…………本当に、ごめんな……！,…………真的，抱歉啊……！
0000000000000,プロデューサー,俺は、優しく……というか\n最大限羽那のことを想ってるつもりだったんだ,我一直都希望自己能保持温柔的态度……\n或者说，总是在尽全力为羽那着想着
1027004050100,羽那,えーっ\nそうなんだ？,诶\n是吗？
0000000000000,プロデューサー,（俺だって、何も伝えられてないじゃないか）,（我这不是，什么都没有表达清楚吗）
0000000000000,プロデューサー,（それなのに、こんなふうに\n羽那に思わせて…………）,（而且竟然，还让羽那\n这么觉得…………）
0000000000000,プロデューサー,こんなんじゃ\nプロデューサー、失格だな,这制作人当的\n真是丢脸啊
1027004050110,羽那,えーーっ──！,诶——！
1027004050120,羽那,全然違うよ、やっぱり全然伝わってないっ,不是这个意思啦，果然还是什么都没有传达到
1027004050130,羽那,合格なの\nすっごく合格──！,合格的\n非常合格的——！
0000000000000,プロデューサー,え……,诶……
1027004050140,羽那,あたしはわかんないことが多かったし\n──今でも多いし,我有很多事情都不清楚\n——即使现在也还是有很多
1027004050150,羽那,わかんないことがわかんないことも\nたくさんあるし,而且还有很多事情，\n是我连自己不清楚这一点都意识不到的
1027004050160,羽那,だから、プロデューサーがあたしよりも\nあたしのことを考えてくれてて、すっごく助かってるの,所以说，制作人比我自己\n更能为我着想，真的帮了我很多
1027004050170,羽那,プロデューサーがプロデューサーだから\nあたしは今ここにいるんだよ,真因为制作人是制作人\n我现在才能站在这里
0000000000000,プロデューサー,……！,……！
0000000000000,プロデューサー,――うん……,——嗯……
0000000000000,プロデューサー,……そうか、ありがとう,……这样啊，谢谢
1027004050180,羽那,！,！
1027004050190,羽那,プロデューサーが笑ってるところ\nなんか久しぶりに見た,感觉好久\n没有看到制作人笑了
1027004050200,羽那,……ふふ,……呵呵
0000000000000,プロデューサー,……──,……——
0000000000000,プロデューサー,（────なんだ）,（————什么嘛）
0000000000000,プロデューサー,……変わらないな,……一直都没变啊
1027004050210,羽那,何が？,指什么？
0000000000000,プロデューサー,羽那がだよ,指羽那啦
1027004050220,羽那,……そう？,……是吗？
0000000000000,プロデューサー,ああ,嗯
0000000000000,プロデューサー,俺も久しぶりに、羽那の笑顔をちゃんと見た気がする,我感觉也很久，没有这样好好地注视着羽那的笑容了
1027004050230,羽那,そっかー、どう？,这样啊，看起来怎么样？
1027004050240,羽那,……あたしの笑顔,……我的笑容
0000000000000,プロデューサー,────,————
0000000000000,プロデューサー,これからもし──,如果从今以后——
0000000000000,プロデューサー,世界が、羽那の美しさを求めたとして,世界也一如既往地来寻求羽那的美
0000000000000,プロデューサー,その時羽那は、今と変わらず\n美しくいられるのだろうか,到那时，羽那还能一如既往\n保持着自己的那份美吗
0000000000000,プロデューサー,……──\nはは,……——\n哈哈
0000000000000,プロデューサー,美しいよ,真美啊
info,produce_events/102700405.json,,
译者,,,
